OrderNumber,Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,OrderQty,UnitPrice,UnitCost,CustomerID,ProductID,Region
ORD-10934,Online,WHS-04,2024-03-25,2024-03-26,2024-03-30,2024-04-01,96,16.75,12.0,CUST-0252,PRD-004,İç Anadolu
ORD-10935,Retail,WHS-03,2025-07-19,2025-07-20,2025-07-22,2025-07-31,141,54.3,43.53,CUST-0005,PRD-004,Marmara
ORD-10936,Online,WHS-04,2024-08-30,2024-09-01,2024-09-08,2024-09-11,347,51.5,40.76,CUST-0141,PRD-002,Ege
ORD-10937,Retail,WHS-03,2024-09-08,2024-09-10,2024-09-17,2024-09-26,479,20.6,17.89,CUST-0280,PRD-004,Ege
ORD-10938,Online,WHS-06,2024-04-03,2024-04-07,2024-04-10,2024-04-15,340,81.88,57.82,CUST-0040,PRD-003,Marmara
ORD-10939,Wholesale,WHS-06,2025-08-03,2025-08-07,2025-08-12,2025-08-22,515,31.87,26.34,CUST-0017,PRD-002,Ege
ORD-10940,Online,WHS-01,2025-04-08,2025-04-09,2025-04-14,2025-04-15,35,12.63,8.38,CUST-0072,PRD-003,Ege
ORD-10941,Retail,WHS-04,2025-02-01,2025-02-03,2025-02-07,2025-02-16,590,56.49,46.13,CUST-0235,PRD-001,Marmara
ORD-10942,Online,WHS-05,2025-07-24,2025-07-24,2025-07-25,2025-08-02,477,36.16,32.13,CUST-0213,PRD-004,Ege
ORD-10943,Retail,WHS-04,2024-12-13,2024-12-13,2024-12-19,2024-12-26,439,22.6,16.72,CUST-0286,PRD-001,Ege
ORD-10944,Wholesale,WHS-02,2024-08-29,2024-08-30,2024-09-01,2024-09-12,231,22.17,17.05,CUST-0077,PRD-001,İç Anadolu
ORD-10945,Wholesale,WHS-04,2024-04-01,2024-04-04,2024-04-08,2024-04-21,285,65.53,40.28,CUST-0280,PRD-003,Marmara
ORD-10946,Wholesale,WHS-04,2024-04-21,2024-04-23,2024-04-27,2024-05-03,225,112.89,69.38,CUST-0170,PRD-003,İç Anadolu
ORD-10947,Online,WHS-05,2024-01-14,2024-01-18,2024-01-22,2024-01-28,395,42.5,36.79,CUST-0038,PRD-003,Ege
ORD-10948,Online,WHS-04,2024-10-26,2024-10-28,2024-11-04,2024-11-15,312,92.24,71.58,CUST-0208,PRD-001,İç Anadolu
ORD-10949,Wholesale,WHS-05,2024-01-26,2024-01-28,2024-01-30,2024-02-03,55,64.28,57.35,CUST-0208,PRD-001,Akdeniz
ORD-10950,Online,WHS-06,2024-01-08,2024-01-08,2024-01-12,2024-01-25,391,45.23,30.04,CUST-0212,PRD-003,İç Anadolu
ORD-10951,Wholesale,WHS-06,2025-07-10,2025-07-10,2025-07-14,2025-07-23,238,27.43,18.47,CUST-0142,PRD-004,İç Anadolu
ORD-10952,Retail,WHS-01,2024-03-22,2024-03-22,2024-03-29,2024-04-01,571,118.4,73.85,CUST-0015,PRD-001,Akdeniz
ORD-10953,Retail,WHS-03,2024-01-08,2024-01-12,2024-01-19,2024-02-01,556,39.08,25.28,CUST-0187,PRD-001,Akdeniz
ORD-10954,Retail,WHS-05,2025-01-17,2025-01-19,2025-01-26,2025-01-29,394,13.78,12.17,CUST-0272,PRD-004,İç Anadolu
ORD-10955,Online,WHS-03,2024-10-04,2024-10-04,2024-10-06,2024-10-11,307,47.46,34.4,CUST-0009,PRD-004,Marmara
ORD-10956,Wholesale,WHS-04,2024-12-12,2024-12-15,2024-12-20,2024-12-27,489,10.26,6.35,CUST-0164,PRD-004,Marmara
ORD-10957,Online,WHS-01,2025-04-21,2025-04-23,2025-04-24,2025-04-28,72,44.16,36.99,CUST-0259,PRD-004,Akdeniz
ORD-10958,Wholesale,WHS-06,2024-09-02,2024-09-06,2024-09-09,2024-09-20,377,52.28,32.01,CUST-0051,PRD-002,Akdeniz
ORD-10959,Wholesale,WHS-02,2024-03-09,2024-03-12,2024-03-17,2024-03-26,281,101.16,74.25,CUST-0179,PRD-004,İç Anadolu
ORD-10960,Retail,WHS-05,2025-03-30,2025-03-31,2025-04-02,2025-04-10,520,49.84,34.38,CUST-0025,PRD-003,Marmara
ORD-10961,Wholesale,WHS-05,2025-07-08,2025-07-08,2025-07-13,2025-07-22,558,34.92,29.29,CUST-0053,PRD-004,İç Anadolu
ORD-10962,Retail,WHS-04,2025-04-30,2025-05-02,2025-05-09,2025-05-13,554,102.29,66.19,CUST-0221,PRD-004,Marmara
ORD-10963,Wholesale,WHS-05,2024-12-28,2024-12-28,2025-01-02,2025-01-12,468,14.39,10.03,CUST-0027,PRD-003,Marmara
ORD-10964,Online,WHS-01,2024-02-21,2024-02-21,2024-02-26,2024-03-06,124,82.12,64.4,CUST-0260,PRD-001,Marmara
ORD-10965,Online,WHS-03,2024-12-01,2024-12-01,2024-12-07,2024-12-11,259,39.63,25.14,CUST-0149,PRD-002,İç Anadolu
ORD-10966,Wholesale,WHS-05,2025-03-28,2025-03-28,2025-04-01,2025-04-13,542,21.73,16.9,CUST-0100,PRD-004,Ege
ORD-10967,Wholesale,WHS-01,2024-03-03,2024-03-04,2024-03-05,2024-03-14,19,86.79,55.31,CUST-0259,PRD-002,Marmara
ORD-10968,Wholesale,WHS-05,2024-11-26,2024-11-30,2024-12-01,2024-12-10,405,64.62,44.04,CUST-0282,PRD-001,İç Anadolu
ORD-10969,Wholesale,WHS-02,2024-01-30,2024-01-31,2024-02-04,2024-02-13,324,60.78,52.3,CUST-0184,PRD-001,İç Anadolu
ORD-10970,Retail,WHS-04,2024-02-16,2024-02-20,2024-02-25,2024-02-26,318,96.65,72.72,CUST-0140,PRD-002,Marmara
ORD-10971,Wholesale,WHS-05,2025-05-15,2025-05-19,2025-05-20,2025-06-01,111,79.96,48.68,CUST-0146,PRD-004,İç Anadolu
ORD-10972,Retail,WHS-05,2024-08-18,2024-08-20,2024-08-26,2024-09-05,282,101.47,72.09,CUST-0237,PRD-002,Marmara
ORD-10973,Wholesale,WHS-03,2025-01-28,2025-01-30,2025-02-06,2025-02-17,115,42.08,31.86,CUST-0224,PRD-001,Akdeniz
ORD-10974,Online,WHS-01,2024-04-07,2024-04-11,2024-04-18,2024-04-19,576,52.13,35.58,CUST-0044,PRD-003,Marmara
ORD-10975,Retail,WHS-04,2024-03-18,2024-03-19,2024-03-21,2024-03-30,257,65.28,40.92,CUST-0144,PRD-002,Akdeniz
ORD-10976,Online,WHS-02,2025-04-11,2025-04-13,2025-04-16,2025-04-21,247,65.94,46.56,CUST-0166,PRD-001,İç Anadolu
ORD-10977,Wholesale,WHS-02,2025-04-11,2025-04-14,2025-04-16,2025-04-26,179,52.2,42.32,CUST-0135,PRD-003,Ege
ORD-10978,Wholesale,WHS-02,2024-06-04,2024-06-04,2024-06-08,2024-06-11,489,120.13,72.83,CUST-0043,PRD-003,İç Anadolu
ORD-10979,Wholesale,WHS-01,2024-11-01,2024-11-04,2024-11-07,2024-11-11,538,14.26,11.52,CUST-0290,PRD-001,Ege
ORD-10980,Retail,WHS-01,2024-05-09,2024-05-11,2024-05-15,2024-05-25,346,82.22,50.43,CUST-0236,PRD-004,Akdeniz
ORD-10981,Wholesale,WHS-01,2024-08-20,2024-08-21,2024-08-27,2024-09-02,485,34.27,24.7,CUST-0091,PRD-004,Akdeniz
ORD-10982,Wholesale,WHS-06,2025-02-27,2025-03-03,2025-03-05,2025-03-17,64,91.8,58.79,CUST-0227,PRD-002,Ege
ORD-10983,Wholesale,WHS-01,2025-05-23,2025-05-26,2025-05-31,2025-06-09,296,43.29,28.49,CUST-0287,PRD-004,Akdeniz
ORD-10984,Online,WHS-06,2025-06-07,2025-06-09,2025-06-10,2025-06-11,192,44.26,36.85,CUST-0074,PRD-004,Akdeniz
ORD-10985,Online,WHS-06,2024-05-09,2024-05-09,2024-05-12,2024-05-20,17,70.89,49.31,CUST-0023,PRD-002,Akdeniz
ORD-10986,Retail,WHS-02,2024-04-24,2024-04-27,2024-04-28,2024-05-02,329,16.75,14.27,CUST-0002,PRD-004,Marmara
ORD-10987,Online,WHS-06,2024-11-29,2024-12-02,2024-12-05,2024-12-11,462,27.81,21.0,CUST-0191,PRD-001,Marmara
ORD-10988,Retail,WHS-06,2024-06-06,2024-06-09,2024-06-16,2024-06-25,239,100.56,65.31,CUST-0077,PRD-001,Marmara
ORD-10989,Retail,WHS-01,2024-02-16,2024-02-20,2024-02-27,2024-03-05,575,62.51,46.72,CUST-0006,PRD-001,Marmara
ORD-10990,Retail,WHS-05,2024-08-19,2024-08-22,2024-08-29,2024-09-08,226,89.01,69.34,CUST-0029,PRD-003,Marmara
ORD-10991,Wholesale,WHS-05,2025-02-22,2025-02-26,2025-03-01,2025-03-11,265,107.51,77.35,CUST-0250,PRD-004,Ege
ORD-10992,Retail,WHS-04,2024-07-28,2024-07-28,2024-07-30,2024-08-12,225,78.27,62.27,CUST-0103,PRD-002,İç Anadolu
ORD-10993,Retail,WHS-06,2024-03-28,2024-03-31,2024-04-06,2024-04-11,38,17.46,14.22,CUST-0080,PRD-003,Akdeniz
ORD-10994,Wholesale,WHS-06,2024-06-20,2024-06-20,2024-06-21,2024-07-03,424,38.93,28.55,CUST-0024,PRD-002,Ege
ORD-10995,Retail,WHS-06,2024-11-25,2024-11-27,2024-12-02,2024-12-15,202,97.39,68.14,CUST-0184,PRD-003,Ege
ORD-10996,Retail,WHS-06,2025-01-17,2025-01-21,2025-01-28,2025-02-04,377,99.59,64.87,CUST-0169,PRD-004,Ege
ORD-10997,Online,WHS-02,2025-04-22,2025-04-26,2025-04-27,2025-04-29,406,26.31,18.91,CUST-0254,PRD-001,Akdeniz
ORD-10998,Online,WHS-02,2024-12-07,2024-12-11,2024-12-18,2024-12-19,269,100.19,74.02,CUST-0119,PRD-001,Marmara
ORD-10999,Wholesale,WHS-04,2024-02-15,2024-02-18,2024-02-24,2024-03-06,530,82.72,67.45,CUST-0028,PRD-001,Ege
